FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2008","CPO France","Hyundai Mipo Dockyard Co Ltd (HMD), Korea","Hyundai Mipo Dockyard Co Ltd, Korea","Reederei Claus-Peter Öffen","","28 April 2008","184.30m","15.30knots","9347308","23,353gt","4","","MAN B&W","6S50MC-C","1"
"SS 2008","Cruise Roma","Fincantieri Cantieri Navali Italiani (Castellammare di Stabia yard), Italy","Fincantieri Cantieri Navali Italiani, Italy","Inarme SpA/Grimaldi Group, Italy","","13 March 2008","225.00m","","9351476","53,360gt","Nil","","Wärtsilä","12V46D","4"
"SS 2008","Dante A","Astilleros de Huelva SA, Spain","Ship Projects Engineering & Contracting, Italy","Amoretti Armatori Group, Italy/Marittima Etnea Srl, Italy","","4 February 2008","119.00m","14.80knots","9361029","9568gt","Nil","16.980tonnes","Wärtsilä","8L32","2"
"SS 2008","Dapeng Sun","Hudong-Zhonghua","Steam turbine","Yue Peng LNG","","3 April 2008","292.00m","19.50knots","9308479","97,871gt","Nil","","Kawasaki","Kawasaki UA-400","1"
"SS 2008","Emirates Star","STX Shipbuilding Co Ltd, Korea","STX Shipbuilding Co Ltd, Korea","Emirates Trading","","23 May 2008","183.00m","","9404223","29,734gt","2","","…MAN B&W","6S50MC-C Mk7","1"
"SS 2008","Fair Seas","STX Shipbuilding Co Ltd, Korea","STX Shipbuilding Co Ltd, Korea","Fair Seas Navigation Ltd, Marshall Islands (Aktif Denizcilik Bilgisayar","","7 July 2008","250.00m","15.00knots","9405057","62,856gt","3","134,426tonnes","MAN B&W","6S60MC-C Mk 8","1"
"SS 2008","Fesco Vitim","Stocznia Szczecinska","Stocznia Szczecinska","Mare Space Shipping, Cyprus/ Far Eastern Shipping Co (FESCO), Russia","","23 August 2008","184.10m","18.87knots","","16,803gt","Nil (this updated series)","","Sulzer","6RTA62U","1"
"SS 2008","Gulf Baynunah","Hyundai Mipo Dockyard","Hyundai Mipo Dockyard Co Ltd, Korea","Gulf Energy Marine, United Arab Emirates","","17 October 2008","183.22m","14.80knots","9381562","29,508gt","Nil","","MAN B&W","6S50MC-C","1"
"SS 2008","Gypsum Integrity","Estaleiro Ilha SA, Brazil","CR Cushing & Co Inc, USA/EISA, Brazil/Projemar, Brazil","Gypsum Transportation","","February 2009","197.10m","15.00knots","9405162","32,900gt","","","Wärtsilä","6RT-flex58T-B","1"
"SS 2008","Horizon Armonia","SPP Shipbuilding Co Ltd, Korea","SPP Shipbuilding Co Ltd, Korea","Target Marine SA, Greece","","8 July 2008","183.00m","14.90knots","9407354","30,040gt","Nil (for this owner)","68,850tonnes","MAN B&W","6S50MC-C7","1"
"SS 2008","HOS Achiever","Krimpen Shipyard (IHC Merwede), The Netherlands","IHC Merwede, The Netherlands","Hornbeck Offshore","","12 August 2008","131.70m","14.5knots","9414163","8524gt","1","13,060tonnes","MAN","9L27/38","4"
"SS 2008","Island Sky","Vancouver Shipyards Co Ltd, Canada","Vancouver Shipyards Co Ltd, Canada","British Columbia Ferry","","November 2008","102.40m","14.50knots","9370458","4313gt","","3400tonnes","Niigata","6L25HX","4"
"SS 2008","Korsaro","Deniz Industry Co/Cicek","Admarin DCC, Turkey","Gemini Denta Gemi Insa","","2008","169.90m","16knots","9373137","17,548gt","1","33,591tonnes","MaK","9M43C","1"
"SS 2008","Lady Giovi","Mitsui Engineering &","Mitsui Engineering & Shipbuilding Co Ltd, Japan","Santoku Senpaku Co Ltd, Japan","","10 December 2007","225.00m","15 knots","9389227","43,408gt","Nil","","Mitsui-MAN B&W","6S60MC-C (Mk7)","1"
"SS 2008","Maersk Algol","Samsung Heavy Industries","Samsung Heavy Industries","AP Møller, Denmark","","16 April 2008","338.00m","","9342528","-","4","-","Wärtsilä","12RT-flex96C","1"
"SS 2008","Mari Ugland","Brodosplit Shipyard","Brodosplit Shipyard Ltd, Croatia","LR Ice Shipping Eight","","12 February 2008","228.50m","15.7knots","9326885","42,835gt","4","90,218tonnes","MAN B&W","6S60MC-C (non-reversible)","1"
"SS 2008","Mariloula","Daewoo Shipbuilding & Marine","Daewoo Shipbuilding &","Chandris (Hellas) Inc, Greece","","November 2008","291.90m","15.40knots","9434553","90,000gt","Nil","","MAN B&W","6S70MC-C","1"
"SS 2008","Martín i Soler","Astillero Hijos de J Barreras SA, Spain","H J Barreras SA, Spain","Eurolineas Maritimas SA, Spain/Balearia, Spain","","December 2008","165.30m","21.40knots","9390367","24,761gt","Nil","","MaK","9M43C","2"
"SS 2008","Morning Linda","Hyundai Samho Heavy","Hyundai Samho Heavy","Eukor Car Carriers Inc, Korea","","24 September 2008","232.37m","19.60knots","9383106","68,701gt","Nil","","MAN B&W","7S60MC-C","1"
"SS 2008","Mozah","Samsung Heavy Industries","Samsung Heavy Industries","Qatar Gas Transport Co, Qatar/Shell International Trading & Shipping Co, UK","","29 September 2008","345.00m","19.50knots","9337755","163,922gt","Nil","","MAN B&W","7S70ME-C","2"
"SS 2008","MSC Ivana","Hyundai Heavy Industries","Hyundai Heavy Industries","Mediterranean Shipping","","22 December 2008","363.00m","24.80knots","9398371","131,771gt","Nil","","MAN B&W","12K98ME-6","1"
"SS 2008","MSC Poesia","STX France Cruise SA, France","Studio de Jorio, Italy","MSC Crociere, Switzerland /MSC Mediterranean","","31 March 2008","293.80m","","9387073","92,400gt","2","","Wärtsilä","16V38B","5"
"SS 2008","Mystic","Daehan Shipbuilding","MAN B&W","Golden Ocean Group Ltd, Norway","","20 June 2008","289.00m","15.40knots","9421831","89,510gt","Nil","195,782tonnes","Nakashima Propeller Co","6S70MC-C","1"
"SS 2008","Navigator Aries","Hyundai Mipo Dockyard Co Ltd (HMD), Korea","Hyundai Mipo Dockyard Co Ltd, Korea","Navigator Aries LLC, Marshall Islands/Navigator","","22 August 2008","159.07m","16knots","9403762","18,311gt","1","","MAN B&W","6S46MC-C","1"
"SS 2008","NYK Theseus","Hyundai Heavy Industries","Hyundai Heavy Industries","Glory Ship Holding SA, Panama/NYK Ship Management","","25 November 2008","approx 304.06m","25.00knots","9354167","76,928gt","6","","MAN B&W","11K98ME-C","1"
"SS 2008","RN Arkhangelsk","Factorias Vulcano SA, Spain","Ship Project Engineering & Contracting, SAS, Italy","Rosneft, Russia/ Lico Leasing SA, EFC, Spain/Unicorn","","October 2008","176.10m","15knots","9384435","19,986gt","Nil","40,153tonnes","MAN","9L48/60","1"
"SS 2008","Second Ocean","Hanjin Heavy Industries &","Hanjin Heavy Industries & Construction Co Ltd, Korea","Second Ocean GmbH & Co","","26 September 2008","299.20m","","9349588","14,175gt","1","110,400tonnes","Doosan-Wärtsilä (Sulzer)","10RTA96C","1"
"SS 2008","Sepid","Hyundai Samho Heavy","Hyundai Samho Heavy","Sepid Shipping Co Ltd, Malta/National Iranian Tanker Co, Iran","","24 April 2008","274.18m","15.40knots","9356608","85,462gt","2","","MAN B&W","6S70MC-C","1"
"SS 2008","Seven Seas","Merwede Shipyard (IHC Merwede Group), The Netherlands","Merwede Shipyard, The Netherlands","Subsea 7 Ltd, UK/Subsea 7","","6 March 2008","151.00m","14+knots","9384760","18,367gt","One (near sister)","24,195tonnes","Wärtsilä","7L32","6"
"SS 2008","Stadt Gotha","Zhejiang Ouhua Shipbuilding","Neptun-Stahlkonstruktions","Hermann Buss GmbH & Cie KG, Germany/-","","6 March 2008","166.15m","19.50knots","9395135","15,200gt","-","","MAN","8L58/64CD","1"
"SS 2008","STX Kolt","Hanjin Heavy Industries &","Hanjin Heavy Industries &","KLT5 International SA (KOGAS), Korea/STX","","27 December 2008","288.60m","20.30knots","9372963","100,189gt","-","116,600tonnes","direct reversible steam turbine","UA-400","1"
"SS 2008","Sunflower Pearl","Mitsubishi Heavy Industries Ltd (MHI) (Shimonoseki yard), Japan","Mitsubishi Heavy","Diamond Ferry Co Ltd, Japan","","11 January 2008","165.50m","23.20knots","9376347","","1","","SEMT-Pielstick","12PC2-6B","2"
"SS 2008","Trinity Arrow","Imabari Shipbuilding Co Ltd (Koyo Dockyard), Japan","Imabari Group (Koyo Dockyard), Japan","Cypress Maritime (Panama","","31 March 2008","289.00m","19.50knots","9319404","101,080gt","Nil","","Direct reversible steam turbine","UA-400","'1"
"SS 2008","Ventura","Fincantieri Cantieri Navali","Fincantieri Cantieri Navali","Carnival Group USA/P&O","","March 2008","289.61m","","9333175","114,000gt","3 (‘Grand class’) for various","52,577tonnes","Wärtsilä","4 x 12V46C 2 x 8L46C","6"
"SS 2008","Viking XPRS","Aker Yards (Helsinki yard), Finland","Wärtsilä","Viking Line, Finland","","21 April 2008","186.71m","22knots","9375654","35,778gt","Nil","","Moventas","8L46F","4"
"SS 2008","West Polaris","Samsung Heavy Industries","Samsung Heavy Industries","Seadrill, Norway/ ExxonMobil, USA","","10 July 2008","228.00m","11.50knots","9372535","-","","-","","",""
"SS 2008","YM Uberty","China Shipbuilding Corp (CSBC), (Kaohsiung yard), Taiwan","CSBC, Taiwan/United Ship","Yang Ming Marine","","8 May 2008","333.20m","approx 26.00knots","9337444","90,507gt","Nil","","MAN B&W","12K98MC","1"
"SS 2008","Zengezur","Krasnoye Sormovo Shipyard (MNP Group), Russia","Design Bureau of MNP Group, Russia","Azerbaijan State Caspian","","7-8 November 2008","150.00m","10knots","9498171","7853gt","9","17,140tonnes","Wärtsilä","9L20","2"
